Id,SalePrice
1461,126765.71646968904
1462,150967.91673494692
1463,183269.4583454707
1464,181494.67288434095
1465,204643.22672871992
1466,178581.06650470925
1467,163455.4167369164
1468,174841.96888997153
1469,183853.4505843871
1470,120327.25609550547
1471,199464.3526625957
1472,101584.74556714843
1473,101931.50998707392
1474,163136.2483162902
1475,139466.2436185254
1476,357699.7964441947
1477,254779.93584098417
1478,308085.4421253647
1479,240203.01642622476
1480,458175.88375733304
1481,305258.976373736
1482,212683.49969316056
1483,162608.63336262712
1484,174127.11228797102
1485,167146.43690145077
1486,200275.81635237517
1487,316205.1128698391
1488,252297.00062149676
1489,199197.84085012242
1490,187836.3194177285
1491,197068.17854136913
1492,109299.4306086474
1493,178209.81003253793
1494,297328.5162218728
1495,294795.341619691
1496,220948.15237009834
1497,190179.7082282222
1498,156872.3498379646
1499,156809.89165466267
1500,139794.63106900282
1501,177050.32440746957
1502,154773.258379345
1503,295389.286716393
1504,236631.50572186924
1505,214655.53439074522
1506,178560.52798235152
1507,210408.1061702366
1508,199159.37660131554
1509,165729.530740793
1510,149584.74182062008
1511,149239.37419587703
1512,163410.34422955062
1513,159703.71821702746
1514,173324.62470616584
1515,174997.05488441308
1516,173313.31700319482
1517,147465.68007739293
1518,136055.81215769393
1519,226584.75206223826
1520,139634.86129971125
1521,145145.5664176257
1522,170353.9831293537
1523,109306.43707133427
1524,119177.85981762719
1525,127081.61027626113
1526,129407.81157038102
1527,100409.12880919353
1528,124165.35144845965
1529,144236.0552182441
1530,164270.79607841573
1531,125335.47036452727
1532,113420.9042417333
1533,143829.55855236552
1534,116180.72392754935
1535,161545.7764642454
1536,119509.34758372816
1537,94852.17679128001
1538,197020.6818575828
1539,238126.31559416404
1540,127069.28569704079
1541,164423.7104127627
1542,153267.99071825907
1543,229370.76104064845
1544,84190.73430465738
1545,106132.26723654389
1546,121539.2177706861
1547,138915.5428414089
1548,137342.14070351038
1549,112328.72861918728
1550,149856.9881946387
1551,125203.11578742192
1552,145058.36237751885
1553,147368.48320561505
1554,108189.95683387687
1555,171855.54563266807
1556,108953.4935003047
1557,136679.16713939494
1558,103098.48364966962
1559,125869.24966561416
1560,153020.74037579712
1561,161451.8123103105
1562,122793.29121439441
1563,124431.05441179221
1564,158642.06138956602
1565,155316.97455400846
1566,214958.29562351102
1567,94462.22718561678
1568,211618.62924584508
1569,151180.63201016694
1570,118430.9462833581
1571,136683.7510404049
1572,144458.29446925476
1573,246407.17952609088
1574,143699.0930980307
1575,211313.7413436297
1576,201747.7480964741
1577,197460.4539393158
1578,154905.0892517899
1579,138480.09064055906
1580,195515.440306224
1581,137848.03368356053
1582,130509.5270035512
1583,345155.70858933066
1584,242462.08876111827
1585,140957.58842205768
1586,75310.64902544938
1587,104625.54467758442
1588,146807.80073670734
1589,104901.70644425493
1590,138277.74404453867
1591,104346.03797853758
1592,131483.8958439542
1593,116695.11269411612
1594,143836.26950245464
1595,132472.69510681965
1596,239426.2640699239
1597,171659.0240050185
1598,186937.3317021608
1599,211913.9877175901
1600,200198.37201067456
1601,67406.8889970913
1602,113768.59656448798
1603,100119.4535834309
1604,275210.30910525756
1605,252765.1497762926
1606,161578.2556424162
1607,181121.9564269419
1608,204271.39591920705
1609,192973.58770516206
1610,156324.85082624241
1611,150228.52096120274
1612,154304.03008794072
1613,160488.48174851542
1614,124528.87871090579
1615,85280.3872909409
1616,82759.50931343585
1617,88288.19112193749
1618,124190.96941055747
1619,130184.74490603342
1620,162778.13297810673
1621,135788.9372184125
1622,149490.01222108406
1623,302633.50246461784
1624,206524.75734270687
1625,127175.48110931039
1626,173931.30093888252
1627,184829.34261888152
1628,276799.4702974002
1629,179072.95662125875
1630,365839.6034680256
1631,235603.8933232115
1632,259560.8531963474
1633,163775.69555188346
1634,180514.9384516029
1635,178888.73907148404
1636,156992.00211984094
1637,166917.9499114179
1638,219337.54148426477
1639,177006.2815756799
1640,249998.16299658437
1641,185129.16804685435
1642,208284.67357750167
1643,232747.5383106232
1644,229590.93978155998
1645,168650.46863663668
1646,150337.27906003525
1647,164722.88704319875
1648,142273.1903320137
1649,136610.7972402748
1650,119923.72991052223
1651,116713.17062418214
1652,100536.37503793584
1653,100097.5961904433
1654,165453.2114192099
1655,158570.05765752503
1656,163478.6812685362
1657,165572.11663209574
1658,162633.6528647621
1659,144004.91763407737
1660,138537.3231019106
1661,423548.2204793673
1662,372959.1388661158
1663,381318.0347927582
1664,428182.13794427057
1665,320184.1337051933
1666,327755.12636539806
1667,335741.8082372903
1668,328868.5841974362
1669,300567.13041308254
1670,339351.36126091087
1671,264963.972322039
1672,481994.4952574352
1673,298755.8470335694
1674,255115.71890748257
1675,173248.12778451067
1676,175156.92490038282
1677,206698.70534028008
1678,436223.83234315587
1679,380369.2445185654
1680,335569.526336649
1681,274633.8401676645
1682,295603.8142541147
1683,191113.04378214624
1684,173443.56406281298
1685,175140.2652587345
1686,173010.58672155638
1687,164205.7419582673
1688,195368.70512171776
1689,194865.90164065312
1690,183410.82776610611
1691,164919.9645322747
1692,256994.77083944675
1693,163742.10694752002
1694,182747.06079063762
1695,172708.69254989573
1696,265465.5365418532
1697,175316.76353004502
1698,331937.69297730457
1699,337243.850071923
1700,240061.82739342205
1701,266530.10525321204
1702,261580.04165733588
1703,257839.6847809318
1704,306558.0183825647
