Id,SalePrice
1461,124719.59
1462,156395.6
1463,177823.92
1464,185954.08
1465,194291.03
1466,178305.52
1467,169884.97
1468,164418.7
1469,183153.12
1470,126308.01
1471,202493.22
1472,99911.39
1473,95898.36
1474,156566.14
1475,128818.81
1476,406596.47
1477,259328.0
1478,301618.72
1479,271784.2
1480,507980.16
1481,313589.94
1482,217544.47
1483,168285.83
1484,167563.78
1485,175864.1
1486,192484.27
1487,314141.4
1488,250153.94
1489,194221.22
1490,220139.38
1491,191281.86
1492,99953.17
1493,184805.97
1494,307293.5
1495,299698.28
1496,229311.98
1497,169194.83
1498,157466.73
1499,160105.88
1500,146635.25
1501,166504.44
1502,150933.14
1503,300506.88
1504,232805.7
1505,224199.39
1506,180220.64
1507,237408.81
1508,193243.53
1509,155355.94
1510,147502.0
1511,143854.88
1512,157554.3
1513,145299.4
1514,196844.0
1515,216618.22
1516,171456.64
1517,152243.12
1518,137530.14
1519,232794.27
1520,134327.84
1521,138163.16
1522,168852.45
1523,105607.46
1524,116253.914
1525,123965.65
1526,134896.12
1527,98761.59
1528,138296.16
1529,142834.47
1530,172536.75
1531,102729.984
1532,107144.42
1533,137893.56
1534,119681.3
1535,161014.69
1536,109441.78
1537,88238.195
1538,191148.06
1539,205181.38
1540,100661.81
1541,148436.44
1542,138857.88
1543,220674.9
1544,83509.85
1545,109882.086
1546,131458.36
1547,133073.97
1548,128984.13
1549,108125.36
1550,144804.42
1551,126615.836
1552,138388.61
1553,152673.22
1554,105983.33
1555,171903.44
1556,102056.2
1557,125418.25
1558,99063.75
1559,92609.21
1560,129685.195
1561,152263.45
1562,130103.48
1563,126115.08
1564,157013.78
1565,153254.9
1566,223749.03
1567,90541.78
1568,211451.64
1569,134846.1
1570,114788.38
1571,122835.875
1572,150274.33
1573,253318.38
1574,127237.625
1575,220596.05
1576,205065.84
1577,192725.92
1578,142963.12
1579,150331.58
1580,198801.61
1581,148140.0
1582,127881.31
1583,348450.3
1584,237094.36
1585,141217.14
1586,82400.32
1587,95921.14
1588,139627.94
1589,101628.6
1590,132937.95
1591,92922.24
1592,126631.91
1593,126630.87
1594,114607.43
1595,128075.78
1596,226557.16
1597,183709.19
1598,199088.75
1599,195403.25
1600,195939.48
1601,76221.28
1602,110716.4
1603,82624.02
1604,277194.25
1605,250023.23
1606,159580.14
1607,181208.64
1608,227441.83
1609,190372.52
1610,152879.58
1611,145078.6
1612,163303.25
1613,161087.39
1614,121169.47
1615,83263.99
1616,71145.07
1617,89292.05
1618,128838.39
1619,131721.77
1620,174467.62
1621,140197.97
1622,139624.4
1623,300448.1
1624,209093.31
1625,139445.0
1626,172168.28
1627,192735.86
1628,282527.62
1629,186870.88
1630,395736.53
1631,228135.22
1632,230187.92
1633,169337.38
1634,185220.11
1635,184434.58
1636,154890.9
1637,175150.05
1638,215987.83
1639,186390.94
1640,244748.1
1641,181940.83
1642,215151.0
1643,220463.56
1644,225925.44
1645,176260.5
1646,153313.34
1647,170001.2
1648,125259.9
1649,130465.68
1650,123007.14
1651,123428.49
1652,98870.57
1653,94002.81
1654,156905.27
1655,156867.7
1656,152195.12
1657,156905.27
1658,148705.39
1659,139390.66
1660,142713.25
1661,497110.5
1662,438108.06
1663,402788.94
1664,331757.75
1665,317110.44
1666,330064.2
1667,365900.25
1668,333030.1
1669,311934.6
1670,376785.72
1671,259265.34
1672,478059.97
1673,301141.47
1674,257250.33
1675,189369.27
1676,190270.48
1677,223522.9
1678,483923.22
1679,376722.06
1680,340834.78
1681,282182.1
1682,289379.25
1683,175248.83
1684,179761.2
1685,176899.67
1686,169451.73
1687,166028.69
1688,187032.98
1689,191850.94
1690,188486.19
1691,174602.81
1692,275706.22
1693,167413.75
1694,184498.03
1695,171626.89
1696,274840.6
1697,171626.89
1698,379659.16
1699,317799.84
1700,247504.12
1701,261838.72
1702,265133.9
1703,265173.88
1704,316972.62
1705,239869.98
1706,527210.8
1707,210765.97
1708,202982.19
1709,317150.72
1710,226983.94
1711,256826.84
1712,254425.25
1713,275490.75
1714,211667.56
1715,199223.19
1716,184474.38
1717,182797.81
1718,139990.94
1719,199864.17
1720,247440.11
1721,175803.03
1722,137919.44
1723,159073.0
1724,221393.52
1725,239359.61
1726,165828.72
1727,153708.7
1728,188609.77
1729,146614.84
1730,163008.27
1731,119596.586
1732,127400.56
1733,120203.8
1734,132151.08
1735,130711.47
1736,112877.07
1737,346700.0
1738,212859.6
1739,320872.2
1740,219671.42
1741,192042.62
1742,166504.44
1743,175536.81
1744,290936.2
1745,198730.95
1746,231234.92
1747,215832.58
1748,211860.9
1749,152432.19
1750,139635.5
1751,230101.34
1752,121945.984
1753,143773.06
1754,211203.4
1755,163322.55
1756,125249.66
1757,118628.61
1758,146140.06
1759,166574.81
1760,168563.44
1761,154487.25
1762,157757.61
1763,165323.34
1764,113313.24
1765,172247.83
1766,180159.5
1767,228338.84
1768,138729.25
1769,172386.94
1770,146100.53
1771,132904.61
1772,136916.28
1773,129819.74
1774,136095.5
1775,125761.84
1776,124107.984
1777,106936.945
1778,138185.9
1779,108629.93
1780,184054.73
1781,124292.125
1782,85204.62
1783,124062.75
1784,89445.68
1785,104414.57
1786,171979.67
1787,160707.33
1788,49720.05
1789,98473.36
1790,84301.84
1791,180857.27
1792,145530.5
1793,145795.69
1794,144434.97
1795,136659.23
1796,111965.73
1797,127963.15
1798,118474.0
1799,113247.86
1800,119472.37
1801,124156.53
1802,151448.56
1803,149389.92
1804,130534.22
1805,136613.6
1806,112867.68
1807,138520.31
1808,123766.06
1809,111725.62
1810,149372.16
1811,91789.02
1812,103351.016
1813,116032.625
1814,96779.76
1815,59346.2
1816,84645.61
1817,107707.3
1818,129547.38
1819,117324.65
1820,71933.54
1821,112378.555
1822,145257.11
1823,53196.76
1824,130288.016
1825,118432.74
1826,93026.34
1827,104787.65
1828,130812.03
1829,115019.69
1830,137804.05
1831,192910.5
1832,95201.08
1833,148675.19
1834,109848.445
1835,165038.12
1836,115536.555
1837,90091.68
1838,120223.55
1839,76869.13
1840,158479.48
1841,139847.69
1842,90612.24
1843,139189.31
1844,129351.734
1845,138904.61
1846,156212.95
1847,151844.2
1848,60621.9
1849,112363.21
1850,126917.65
1851,150143.25
1852,127925.805
1853,128960.58
1854,172487.38
1855,139176.98
1856,221286.06
1857,174630.94
1858,135950.84
1859,124701.766
1860,143961.78
1861,124701.766
1862,338599.44
1863,331705.6
1864,331705.6
1865,325957.72
1866,342836.9
1867,267260.66
1868,321824.34
1869,206546.89
1870,267944.94
1871,250533.92
1872,170544.8
1873,229994.03
1874,140883.14
1875,210980.08
1876,197156.9
1877,222328.62
1878,207795.38
1879,133306.06
1880,129385.58
1881,241465.36
1882,258492.1
1883,190704.14
1884,204403.03
1885,277136.72
1886,307073.06
1887,212882.62
1888,314070.16
1889,171228.5
1890,127722.02
1891,137421.08
1892,111644.945
1893,127887.02
1894,129763.44
1895,147629.25
1896,128060.89
1897,135232.97
1898,117781.305
1899,128303.91
1900,130894.734
1901,169535.44
1902,148560.27
1903,218361.1
1904,123265.58
1905,182056.61
1906,163839.25
1907,203297.7
1908,116812.6
1909,137595.36
1910,117052.74
1911,210029.2
