Id,SalePrice
1461,123885.23116968361
1462,153327.20598382715
1463,179622.87689786963
1464,183201.57500992346
1465,198710.61693908199
1466,181276.49991870206
1467,167324.51012897375
1468,175737.24975198953
1469,177190.93741903265
1470,117358.1436367022
1471,196377.34587313284
1472,99640.83091471116
1473,96069.90204454052
1474,155556.6580202494
1475,139980.48730238865
1476,373513.1316924263
1477,254954.84240730654
1478,304068.4455325621
1479,256186.90513480807
1480,467550.0076309524
1481,313085.42241866776
1482,213638.0707775208
1483,173922.95659023122
1484,172475.40721858043
1485,172004.72891258643
1486,198932.44319849808
1487,312715.72213135316
1488,240226.9431021154
1489,205502.60577326312
1490,193684.68777475125
1491,190763.24360180402
1492,99444.50203167272
1493,175309.61906171375
1494,305387.69769055437
1495,299993.81287807785
1496,220669.8284954683
1497,186375.85927610123
1498,153130.1879775899
1499,151098.19063085763
1500,151897.64688516266
1501,174877.02862171008
1502,164620.75106030388
1503,303255.8979641756
1504,227789.13960053315
1505,212426.43778273658
1506,179113.52342496032
1507,230652.0808453454
1508,200461.70377945664
1509,162665.52066691194
1510,148430.06989351008
1511,149490.42413734517
1512,169745.44613543752
1513,152567.26748266147
1514,166511.2657384252
1515,168982.41364244698
1516,162342.98196344156
1517,151763.87667552853
1518,131511.80259347832
1519,231891.0504351056
1520,136242.3365401074
1521,142615.30899041073
1522,165418.28568043208
1523,113803.69696876217
1524,115065.34730791085
1525,127718.5519117111
1526,128699.43831542318
1527,92859.47810492419
1528,127905.9065140258
1529,138990.8921094061
1530,168801.08685444965
1531,121483.57781994139
1532,111406.96448908921
1533,136950.42965366595
1534,113466.1696116022
1535,158759.4505300757
1536,109719.91478535828
1537,76147.03847263767
1538,216160.7260696136
1539,239005.58397326336
1540,122288.01726916706
1541,152724.75283949295
1542,149884.24891898953
1543,210443.7328425511
1544,72343.67754868712
1545,103578.38321564952
1546,115080.70268527423
1547,141064.295229822
1548,132859.94459525577
1549,105628.75978468846
1550,145712.18934200372
1551,117100.60057224512
1552,145609.40760666606
1553,142735.56411981233
1554,117286.60485931528
