Id,SalePrice
1461,123659.21
1462,155814.84
1463,177500.9
1464,181822.33
1465,196713.19
1466,181605.28
1467,169241.86
1468,164997.88
1469,181806.81
1470,127739.75
1471,204459.28
1472,98346.07
1473,98173.85
1474,149246.31
1475,127870.87
1476,411325.62
1477,258520.86
1478,303100.94
1479,268822.03
1480,508986.06
1481,306015.44
1482,217571.56
1483,171474.58
1484,168249.95
1485,176464.84
1486,199287.25
1487,328110.78
1488,245159.19
1489,197670.72
1490,222303.88
1491,193118.75
1492,98257.92
1493,195614.83
1494,298860.25
1495,303198.66
1496,228551.52
1497,175130.36
1498,158804.77
1499,161573.75
1500,148260.12
1501,163302.73
1502,152232.56
1503,302278.7
1504,230067.27
1505,223774.75
1506,177357.06
1507,241454.56
1508,187345.25
1509,159717.72
1510,145584.22
1511,141043.47
1512,160363.2
1513,144176.19
1514,193688.5
1515,209112.55
1516,167518.98
1517,155261.92
1518,137096.94
1519,231001.72
1520,131544.81
1521,135757.56
1522,173806.2
1523,101658.945
1524,115286.54
1525,124065.74
1526,132904.88
1527,98856.24
1528,135111.48
1529,142080.83
1530,172634.98
1531,95149.734
1532,104691.336
1533,136028.31
1534,118816.8
1535,156372.02
1536,108038.69
1537,87528.81
1538,192753.88
1539,198830.64
1540,109929.12
1541,153594.78
1542,136472.02
1543,227400.16
1544,83163.07
1545,108438.26
1546,124772.93
1547,137506.52
1548,132632.14
1549,105394.21
1550,142931.23
1551,128096.1
1552,138118.69
1553,157276.86
1554,108566.484
1555,178678.06
1556,107641.516
1557,124932.914
1558,106202.19
1559,93940.7
1560,134979.64
1561,155410.86
1562,131144.83
1563,125579.92
1564,159128.31
1565,155657.36
1566,225181.89
1567,87695.78
1568,211752.38
1569,130933.37
1570,113633.57
1571,119971.195
1572,149134.05
1573,254854.31
1574,128869.7
1575,214835.66
1576,211891.02
1577,194344.3
1578,151986.14
1579,149064.06
1580,200205.27
1581,154895.3
1582,126474.32
1583,348273.0
1584,235812.89
1585,139961.53
1586,85097.73
1587,92281.164
1588,137836.89
