Id,SalePrice
1461,129674.28452358904
1462,153966.94914853928
1463,165261.24103069064
1464,182039.52101014633
1465,219988.74178081914
1466,186261.16969355597
1467,173962.4435752576
1468,172147.6111835488
1469,188516.39612556106
1470,115698.0524755022
1471,191127.94509871674
1472,99065.67221236635
1473,101695.37005719394
1474,165614.41890617646
1475,148341.71499363863
1476,368493.72827380954
1477,250278.1768831779
1478,279136.93975357385
1479,227094.5066217116
1480,529747.1074999999
1481,308113.6733893557
1482,209436.15244094984
1483,167213.1498500655
1484,184865.75591466657
1485,170476.44647513327
1486,197634.37919819748
1487,318942.0210084034
1488,252074.0620563381
1489,194744.18305063067
1490,185670.24918552258
1491,190260.73817502017
1492,105159.699510682
1493,179500.38690416346
1494,291462.4786255411
1495,296162.586228359
1496,222002.76775661376
1497,193866.14765413542
1498,156138.6468280211
1499,156138.6468280211
1500,152368.3049014457
1501,172865.03425524337
1502,157004.36111373542
1503,297822.5322803777
1504,220245.09071349562
1505,216485.9599851928
1506,192053.23646124304
1507,202735.72110880737
1508,195120.24429689682
1509,163882.3530804161
1510,140118.07553654438
1511,147593.83569019267
1512,145260.6000843635
1513,161399.1133650941
1514,174225.2234794807
1515,160873.43788583257
1516,175691.43676888483
1517,139324.2531484536
1518,128973.86077732756
1519,215127.48754606635
1520,142165.48302237724
1521,146481.9111384239
1522,176223.139667211
1523,117082.85343879837
1524,127655.72322641386
1525,127130.37647652565
1526,129430.62938858158
1527,97375.21275548352
1528,128835.35837549157
1529,141400.4740619446
1530,177079.54984900248
1531,124223.05970104106
1532,115641.49698531278
1533,142709.50147520425
1534,122100.03559900937
1535,162802.14631976042
1536,120624.45420125003
1537,95098.50515314433
1538,186506.30540293042
1539,248565.8253968254
1540,123074.1681530133
1541,151396.70540971588
1542,145251.14893462526
1543,222428.36873482727
1544,89983.40453337952
1545,100442.29344680623
1546,121971.65729334376
1547,138931.661467279
1548,140354.86956519925
1549,104980.99184449848
1550,149737.29492128646
1551,123977.95141014543
1552,140920.76484577992
1553,139178.1431477149
1554,127242.55317534087
1555,177698.89131197674
1556,109078.26590591688
